Channel Name,Neural Interface Compatible,Metaverse Integration Level,Quantum Computing Topics,Holographic Content Rating,Channel ID,Tecnologia ID
"Johnson, Sheppard and Sanchez Studios",False,Basic,7,4D,3023,3259
Black Group Studios,False,Basic,10,3D,3024,3260
Shannon and Sons Labs,False,Full,5,1D,3025,3261
Moyer-Golden Network,False,Basic,18,4D,3026,3262
Schwartz-Nelson Studios,True,,11,3D,3027,3263
Heath and Sons Hub,False,Full,16,2D,3028,3264
Johnson-Williams Labs,False,Full,15,4D,3029,3265
Berger Inc Labs,False,Basic,2,1D,3030,3266
"Potter, Henry and White Network",False,Full,1,3D,3031,3267
Brennan Ltd Studios,True,Full,17,3D,3032,3268
Vargas-Lewis Labs,True,Full,1,2D,3033,3269
"Miller, Green and Houston Labs",True,Advanced,6,3D,3034,3270
Smith and Sons Studios,True,Full,16,4D,158,3271
Smith and Sons Studios,True,Full,16,4D,3035,3272
Smith and Sons Studios,True,Full,16,4D,3767,3273
Nelson PLC Studios,True,Full,2,3D,3036,3274
"Watson, Nelson and Johnson Network",False,Basic,8,3D,3037,3275
"Washington, Brown and Carroll Studios",True,,6,1D,3038,3276
Sanchez LLC Labs,False,,4,1D,3039,3277
"Brown, Huang and Stone Studios",True,,11,2D,3040,3278
"Scott, Sanchez and Rivera Labs",False,,17,2D,3041,3279
Diaz Group Labs,True,Advanced,3,3D,3042,3280
Moore LLC Hub,False,Basic,17,3D,3043,3281
"Bennett, Perkins and Johnson Hub",True,,5,2D,3044,3282
"Ortiz, Foster and Young Labs",True,Basic,15,3D,3045,3283
"Peters, Flores and Davenport Labs",False,,10,4D,3046,3284
"Johnson, Kelly and Davis Network",False,Full,15,4D,3047,3285
"Wilson, Vasquez and Castillo Hub",True,Advanced,7,1D,3048,3286
Nguyen-Phillips Network,True,Full,15,3D,3049,3287
Bradford LLC Network,True,Advanced,4,2D,3050,3288
Myers Inc Network,True,Basic,18,3D,3051,3289
"Reeves, Hughes and Martin Network",True,Full,18,3D,3052,3290
"Simmons, Pitts and Foster Studios",False,Full,3,4D,3053,3291
"Navarro, Curtis and Shaffer Network",True,Advanced,10,2D,3054,3292
"Rodriguez, Rivera and Martinez Studios",True,Basic,11,2D,3055,3293
Richardson LLC Studios,False,Advanced,6,3D,3056,3294
Richardson LLC Studios,False,Advanced,6,3D,3570,3295
Reynolds-Dixon Hub,True,Basic,0,3D,3057,3296
"Velazquez, Howe and Diaz Studios",False,Full,10,4D,3058,3297
Galloway-Thomas Studios,True,Advanced,13,3D,3059,3298
Jackson Ltd Labs,True,,20,4D,3060,3299
Mann-Patterson Hub,False,Basic,0,2D,3061,3300
Hansen-Merritt Network,True,Advanced,0,1D,3062,3301
Vargas Group Labs,False,Advanced,10,2D,3063,3302
Dunn-Perez Labs,True,Advanced,1,1D,3064,3303
"Gilbert, Moyer and May Studios",False,Advanced,5,3D,3065,3304
"Skinner, Miles and Wood Studios",True,Advanced,4,4D,3066,3305
"Gilbert, Hardin and Adams Studios",False,,0,1D,3067,3306
"Figueroa, Perez and Jones Network",True,Advanced,15,1D,3068,3307
"Pham, Arnold and Steele Labs",True,Full,15,3D,3069,3308
Heath-Aguilar Labs,False,,9,3D,3070,3309
Moore Group Studios,True,Basic,4,3D,3071,3310
Moore Group Studios,True,Basic,4,3D,3284,3311
Moore Group Studios,True,Basic,4,3D,3316,3312
"Smith, Mccoy and Fernandez Studios",True,Full,2,4D,3072,3313
Joseph LLC Studios,True,,14,3D,3073,3314
Brown Group Hub,False,Basic,20,1D,1416,3315
Brown Group Hub,False,Basic,20,1D,3074,3316
Brown Group Hub,False,Basic,20,1D,3449,3317
"Stewart, Reynolds and Evans Labs",True,,8,3D,3075,3318
"Bates, Powell and Torres Labs",True,Basic,11,3D,3076,3319
"Bauer, Carey and Norton Labs",False,Advanced,13,1D,3077,3320
Miranda Ltd Studios,False,Basic,8,2D,3078,3321
Pierce PLC Hub,True,,12,2D,2949,3322
Pierce PLC Hub,True,,12,2D,3079,3323
Parker-Harvey Network,False,Full,20,2D,3080,3324
Contreras-Charles Studios,True,Advanced,12,1D,3081,3325
Dawson-Anderson Studios,False,Basic,13,1D,3082,3326
Shepherd Ltd Studios,False,Full,8,4D,3083,3327
Clark Group Labs,True,Advanced,17,1D,566,3328
Clark Group Labs,True,Advanced,17,1D,3084,3329
Davis LLC Studios,False,,19,1D,2435,3330
Davis LLC Studios,False,,19,1D,3085,3331
Castillo-Cortez Studios,False,Full,14,1D,3086,3332
"Bridges, Nelson and Robertson Network",False,,18,2D,3087,3333
"Sampson, Miller and Fisher Labs",False,Basic,12,2D,3088,3334
Martinez-Shepard Network,True,,16,4D,3089,3335
"Kelly, York and Miller Studios",False,,12,4D,3090,3336
Vaughn-Mckinney Labs,False,Basic,14,3D,3091,3337
"Tran, Riley and Johnson Studios",False,Full,3,2D,3092,3338
Johnson-Armstrong Labs,False,Full,20,1D,3093,3339
Wilson-Rodriguez Labs,False,Basic,6,4D,3094,3340
Stone-Baker Labs,True,,17,2D,3095,3341
"Stevenson, Taylor and Rodriguez Studios",False,Advanced,15,4D,3096,3342
Gomez-Lopez Studios,False,Basic,0,1D,3097,3343
Jensen Ltd Labs,True,,3,1D,3098,3344
"Obrien, Black and Bryant Hub",False,Full,9,1D,3099,3345
"Morales, Stevenson and Thompson Hub",False,,12,1D,3100,3346
Skinner-Tate Hub,True,,10,2D,3101,3347
Parks LLC Network,True,Basic,4,3D,3102,3348
"Giles, Miles and Odonnell Network",True,Basic,12,3D,3103,3349
Case LLC Labs,False,Advanced,19,2D,3104,3350
"Thomas, Porter and Bennett Network",True,Advanced,6,1D,3105,3351
Taylor-Ho Network,True,Basic,4,3D,3106,3352
"Randall, Carpenter and Trujillo Network",True,,13,2D,3107,3353
Gonzalez Inc Hub,False,Basic,0,4D,3108,3354
Robinson Ltd Studios,False,Full,1,2D,3109,3355
Norton Group Labs,True,Basic,7,4D,3110,3356
Manning-Palmer Studios,True,,0,3D,3111,3357
Yoder-Cohen Hub,False,Full,10,2D,3112,3358
Howard Inc Studios,False,Advanced,4,3D,1799,3359
Howard Inc Studios,False,Advanced,4,3D,3113,3360
Hoffman-Collins Studios,False,Full,0,2D,3114,3361
Cobb-Wright Network,True,,19,4D,3115,3362
Benson-Davis Studios,False,Full,10,3D,3116,3363
Hill Group Hub,False,Advanced,14,3D,3117,3364
Hill Group Hub,False,Advanced,14,3D,3160,3365
"Hansen, Henderson and Rivera Hub",False,Basic,8,1D,3118,3366
Brown-Jackson Labs,True,Full,3,1D,3119,3367
Johnson LLC Hub,False,Full,18,3D,3120,3368
"Gallagher, Jimenez and Chavez Network",False,,5,3D,3121,3369
Robinson-Miller Studios,False,,6,1D,3122,3370
Sanchez-Martin Studios,True,Advanced,18,3D,3123,3371
"Hill, Yates and Wilson Network",False,,1,3D,3124,3372
"Ward, Griffin and Griffith Hub",False,Advanced,17,2D,3125,3373
"Cox, Clay and Mitchell Network",False,Basic,10,1D,3126,3374
Briggs Group Labs,False,Full,6,2D,3127,3375
Nelson-Miller Studios,False,Advanced,6,4D,3128,3376
Myers-Arnold Studios,False,Basic,2,3D,3129,3377
Sullivan Ltd Network,True,Full,19,3D,3130,3378
Sullivan Ltd Network,True,Full,19,3D,3321,3379
"Salazar, Roberts and Whitehead Network",True,,20,4D,3131,3380
Collins Inc Hub,True,Advanced,13,1D,3132,3381
"Robbins, Snow and King Network",False,Advanced,12,2D,3133,3382
Jones-Garza Labs,True,Advanced,10,1D,3134,3383
Silva PLC Studios,False,,20,4D,3135,3384
Cervantes PLC Hub,True,Full,20,3D,3136,3385
Pena Ltd Studios,True,,0,2D,3137,3386
"May, Jones and Stephens Labs",True,Advanced,17,2D,3138,3387
"Smith, Huerta and Hernandez Network",True,Full,20,3D,3139,3388
Rodriguez Ltd Hub,True,Advanced,17,3D,3140,3389
Webster Ltd Studios,False,Full,6,1D,3141,3390
Trujillo-Martinez Studios,True,Full,14,2D,3142,3391
"Franco, Roberts and Abbott Studios",True,Full,5,2D,3143,3392
Munoz-Cunningham Labs,False,Advanced,8,2D,3144,3393
"Browning, Cox and Martinez Hub",False,Basic,4,1D,3145,3394
Gray PLC Network,True,Basic,1,2D,3146,3395
"Francis, Martinez and Dickson Studios",True,,18,4D,3147,3396
"Garcia, Long and Cline Labs",False,Basic,5,4D,3148,3397
Newman-Taylor Studios,True,Advanced,5,3D,3149,3398
"Castro, Craig and Blanchard Labs",False,,19,2D,3150,3399
Williams Inc Studios,True,Full,16,1D,3151,3400
"Wall, Gray and Ellis Labs",True,,5,3D,3152,3401
Harper-Choi Studios,True,Advanced,4,2D,3153,3402
Waller-Rice Hub,False,Full,20,4D,3154,3403
Daniels-Hicks Studios,False,Full,7,2D,3155,3404
Bryan-Diaz Network,True,Full,9,2D,3156,3405
Thornton Ltd Labs,True,,13,3D,3157,3406
Stevens-Adkins Labs,False,Full,17,1D,3158,3407
Zimmerman Inc Labs,True,Full,4,4D,3159,3408
Hill Group Hub,True,Basic,14,1D,3117,3409
Hill Group Hub,True,Basic,14,1D,3160,3410
Cook and Sons Hub,False,Advanced,1,4D,3161,3411
Smith Inc Network,True,Basic,15,1D,2431,3412
Smith Inc Network,True,Basic,15,1D,3162,3413
"Kelly, Ryan and Mullen Studios",True,Basic,18,3D,3163,3414
Dean PLC Network,False,Full,13,2D,3164,3415
"Nelson, Mccarthy and Buckley Studios",True,Full,9,3D,3165,3416
Davis PLC Studios,True,Basic,16,4D,3166,3417
"Austin, Stone and Blair Studios",True,Basic,8,4D,3167,3418
"Barnett, Padilla and Figueroa Studios",False,Basic,7,4D,3168,3419
Hicks-Glenn Labs,True,Advanced,9,1D,3169,3420
"Phillips, Rogers and Davis Hub",True,Advanced,0,4D,3170,3421
Edwards-Perry Studios,False,Basic,10,2D,3171,3422
Shepard-Larson Network,True,,7,2D,3172,3423
"Hunter, Howe and Henderson Hub",True,Full,13,4D,3173,3424
Clarke LLC Studios,True,Full,19,1D,3174,3425
Ortega-Vance Studios,False,Full,19,2D,3175,3426
Bray PLC Hub,True,Full,16,2D,3176,3427
Banks PLC Labs,False,,19,1D,3177,3428
Kennedy-Cruz Studios,False,,0,2D,3178,3429
Wilson PLC Labs,True,Full,19,2D,475,3430
Wilson PLC Labs,True,Full,19,2D,3179,3431
Randall Inc Network,False,,14,3D,3180,3432
"Scott, Wolf and Cole Labs",False,Basic,11,2D,3181,3433
Patel-Stevens Studios,True,,1,3D,3182,3434
"Lyons, Baker and Carlson Studios",False,,16,3D,3183,3435
Wilkerson Inc Network,True,Full,10,2D,3184,3436
Thompson LLC Studios,True,Advanced,7,3D,3185,3437
Thompson LLC Studios,True,Advanced,7,3D,3637,3438
Irwin PLC Network,False,Full,5,3D,3186,3439
"Lee, Buchanan and Smith Labs",True,,10,4D,3187,3440
Ramirez-Simpson Studios,True,Advanced,18,2D,3188,3441
Chandler-Garcia Labs,False,Full,16,2D,3189,3442
Jenkins PLC Studios,False,Basic,2,3D,3190,3443
"Aguilar, Howard and Bradford Studios",True,Advanced,19,4D,3191,3444
"Stanton, Stone and Wright Network",False,Full,11,4D,3192,3445
Martinez-Hudson Hub,False,,10,2D,3193,3446
Williams-Hunt Hub,True,Basic,8,4D,3194,3447
Decker PLC Hub,False,Basic,9,4D,3195,3448
Green and Sons Studios,False,Advanced,4,1D,3196,3449
"Larson, Nguyen and Ross Network",True,Basic,12,2D,3197,3450
Jones-Jones Hub,False,Full,4,3D,3198,3451
Williams Inc Network,False,,14,1D,3199,3452
Levy-Hodge Studios,True,Advanced,3,2D,3200,3453
Oconnell-Garcia Network,True,Full,6,3D,3201,3454
Wilson LLC Studios,True,Advanced,15,1D,5,3455
Wilson LLC Studios,True,Advanced,15,1D,453,3456
Wilson LLC Studios,True,Advanced,15,1D,3202,3457
Meza-Castro Labs,True,,16,2D,3203,3458
"Phillips, Escobar and Khan Hub",True,Full,16,3D,3204,3459
"Ortiz, Gates and Mitchell Labs",False,,5,1D,3205,3460
"Hoffman, Atkinson and Turner Studios",True,,9,3D,3206,3461
"Jones, Miller and Johnson Studios",True,,2,4D,3207,3462
Turner Inc Studios,True,Advanced,0,1D,3208,3463
Evans Group Labs,True,Full,13,3D,3209,3464
Alvarado Ltd Network,True,Basic,4,3D,3210,3465
"Williams, Mitchell and Payne Hub",False,Advanced,12,4D,3211,3466
Bowman-Santos Network,False,Advanced,19,1D,3212,3467
"Nelson, Smith and Carlson Hub",True,,2,3D,3213,3468
"Moss, Jones and Nelson Network",False,,9,2D,3214,3469
Myers-Hill Labs,True,Basic,11,2D,3215,3470
Ramos-Wilson Hub,True,Advanced,14,3D,3216,3471
"Scott, Barrett and Cook Studios",True,,12,1D,3217,3472
Wallace-Shaw Studios,False,Advanced,3,4D,3218,3473
Garcia Group Hub,True,Advanced,1,3D,3219,3474
Green LLC Labs,False,Advanced,19,3D,326,3475
Green LLC Labs,False,Advanced,19,3D,3220,3476
Harris-Perry Network,False,Basic,10,4D,3221,3477
Sweeney Inc Studios,True,,5,2D,3222,3478
"Evans, Rogers and Malone Labs",False,Basic,13,4D,3223,3479
"Lawson, Combs and Elliott Studios",True,Full,18,2D,3224,3480
"Garcia, Williams and Fuller Studios",False,Basic,10,4D,3225,3481
Olsen Ltd Labs,False,,13,3D,3226,3482
"Singh, Simpson and Hudson Network",False,,4,4D,3227,3483
Smith Ltd Network,False,Basic,17,2D,3228,3484
Smith Ltd Network,False,Basic,17,2D,3751,3485
Fitzgerald Inc Network,True,Full,7,4D,1136,3486
Fitzgerald Inc Network,True,Full,7,4D,3229,3487
Jennings-Griffin Network,False,Full,6,1D,3230,3488
Lynch PLC Labs,True,Advanced,0,1D,3231,3489
Brown-Bowman Labs,False,Basic,6,2D,3232,3490
Hart Inc Hub,True,Full,11,2D,3233,3491
"Marshall, Baker and Miller Labs",True,Advanced,13,1D,3234,3492
Bowers-Finley Labs,False,Basic,19,3D,3235,3493
Cordova Ltd Labs,True,,10,3D,3236,3494
Adams-Williamson Network,False,,17,4D,3237,3495
Ross-Garcia Studios,False,,2,2D,3238,3496
Walsh LLC Studios,False,,15,2D,3239,3497
Hughes-Cobb Hub,False,Advanced,8,1D,3240,3498
Strong and Sons Studios,True,Basic,8,4D,3241,3499
Schultz-Ward Studios,True,Basic,7,1D,3242,3500
Ellis-Nelson Studios,True,,13,1D,3243,3501
May Group Hub,False,Full,2,2D,3244,3502
Lopez-Cox Labs,True,Advanced,12,3D,3245,3503
Wood-Walton Labs,False,Advanced,3,4D,3246,3504
"Wilson, Duffy and Sanders Network",True,Advanced,4,1D,3247,3505
"Gregory, Thomas and Malone Studios",False,Basic,3,2D,3248,3506
"Brooks, Phillips and Hughes Studios",False,Advanced,20,2D,3249,3507
Deleon PLC Studios,True,Basic,7,2D,3250,3508
Russell-Jacobson Network,True,Full,2,1D,3251,3509
Carlson Ltd Network,True,,12,1D,3252,3510
Woods-Jones Hub,False,Basic,7,2D,3253,3511
Grant-Miller Network,True,Full,10,2D,3254,3512
Ford Group Studios,True,,9,3D,3255,3513
Roberts and Sons Hub,False,Basic,6,1D,3256,3514
Castillo-Price Network,False,,5,2D,3257,3515
Pruitt Ltd Labs,True,Advanced,0,1D,3258,3516
Callahan-Griffin Network,False,Advanced,9,1D,3259,3517
Davis-Gentry Network,True,,4,3D,3260,3518
Curry-Phillips Network,True,Full,6,4D,3261,3519
Ruiz-Olson Labs,False,Advanced,15,3D,3262,3520
"Leonard, Martinez and Taylor Hub",True,Basic,3,4D,3263,3521
"Tanner, Robinson and Livingston Network",True,Full,1,1D,3264,3522
Walker-Garcia Network,True,Basic,15,3D,3265,3523
Ramos-Reed Network,False,Basic,10,3D,3266,3524
Lane PLC Network,False,,0,1D,3267,3525
Williams Group Network,False,,17,1D,3268,3526
"Watts, Hooper and Pearson Studios",False,Advanced,9,2D,3269,3527
Duran-Holmes Network,False,Full,11,4D,3270,3528
Mullins and Sons Studios,True,,19,3D,3271,3529
"Adams, Rhodes and Vega Labs",False,Full,12,2D,3272,3530
Young-Jones Hub,True,Advanced,11,4D,3273,3531
Vaughn-Wilson Labs,True,Basic,8,1D,3274,3532
"Salinas, Ross and Sullivan Labs",False,,13,1D,3275,3533
"Huffman, Morrison and Shelton Hub",False,,1,4D,3276,3534
"Myers, Stewart and Wheeler Labs",False,,2,2D,3277,3535
"Smith, Roberts and Maynard Studios",False,Advanced,4,1D,3278,3536
Irwin-Sandoval Hub,False,Full,1,3D,3279,3537
Foley Group Hub,True,Full,16,1D,3280,3538
Fletcher-Smith Network,True,Basic,18,1D,3281,3539
Martinez Ltd Studios,False,Basic,8,2D,3282,3540
Martinez Ltd Studios,False,Basic,8,2D,3791,3541
Giles Inc Labs,True,Full,3,2D,3283,3542
Moore Group Studios,False,,8,3D,3071,3543
Moore Group Studios,False,,8,3D,3284,3544
Moore Group Studios,False,,8,3D,3316,3545
Sullivan Inc Labs,True,Basic,4,3D,3285,3546
"Davidson, Williamson and Pacheco Labs",False,Basic,19,3D,3286,3547
"Holt, Briggs and Gordon Studios",True,Full,2,3D,3287,3548
Norton and Sons Network,True,Basic,13,3D,3288,3549
"Gonzalez, Pittman and Brown Hub",True,,0,4D,3289,3550
Jones-Griffith Hub,True,Advanced,9,2D,3290,3551
Jackson Inc Hub,True,Full,4,3D,3291,3552
Edwards Ltd Network,True,Advanced,17,4D,3292,3553
"Robinson, Hale and Morris Studios",True,Basic,2,2D,3293,3554
"Chen, Mcdaniel and Powers Labs",True,Basic,6,4D,3294,3555
Mosley-Wood Network,True,,15,4D,3295,3556
"Green, Lee and Mann Labs",True,Advanced,20,1D,3296,3557
Bennett Group Labs,True,,11,1D,3297,3558
Harding PLC Hub,True,Full,17,1D,3298,3559
Davis-Bryant Studios,False,Basic,19,2D,3299,3560
"Weaver, Herrera and Garcia Studios",True,Basic,18,4D,3300,3561
Wallace Inc Studios,True,Full,8,3D,3301,3562
"Lee, Curry and French Network",False,Full,4,4D,3302,3563
"Kelly, Martinez and Martin Network",True,Full,17,1D,3303,3564
Strong LLC Network,False,Basic,4,1D,3304,3565
Evans-Cline Labs,False,Advanced,10,3D,3305,3566
Rodriguez Group Labs,False,Basic,9,1D,3306,3567
Zimmerman and Sons Studios,False,Basic,7,1D,2904,3568
Zimmerman and Sons Studios,False,Basic,7,1D,3307,3569
Davis Ltd Hub,True,Advanced,5,2D,3308,3570
Davis Ltd Hub,True,Advanced,5,2D,4948,3571
Barnes-Wilcox Studios,False,,14,3D,3309,3572
Brown-Miller Hub,True,Full,8,2D,3310,3573
Sandoval-Rodriguez Labs,True,Basic,17,4D,3311,3574
Campos-Cohen Hub,False,Full,3,3D,3312,3575
"Spencer, Smith and Huang Studios",True,Advanced,18,3D,3313,3576
"Larson, Lopez and Mathis Network",False,Full,19,1D,3314,3577
"Rogers, Moore and Perry Studios",True,Advanced,17,2D,3315,3578
Moore Group Studios,False,Full,14,3D,3071,3579
Moore Group Studios,False,Full,14,3D,3284,3580
Moore Group Studios,False,Full,14,3D,3316,3581
"Gregory, Lopez and Harvey Hub",True,,10,2D,3317,3582
"Paul, Anderson and Harris Labs",True,Advanced,5,3D,3318,3583
Walker Inc Hub,True,Advanced,10,3D,3319,3584
"Johnson, Kelly and Flores Labs",True,Basic,16,3D,3320,3585
Sullivan Ltd Network,False,Basic,1,1D,3130,3586
Sullivan Ltd Network,False,Basic,1,1D,3321,3587
"Brown, Edwards and Gilmore Hub",False,Advanced,19,1D,3322,3588
"Miles, Jacobs and Smith Hub",True,,9,1D,3323,3589
Macdonald Inc Labs,True,,15,1D,3324,3590
Grant-Rodriguez Labs,True,Full,12,1D,3325,3591
Murphy-Callahan Network,False,Full,1,2D,3326,3592
"Smith, Cook and Ramos Hub",False,Full,18,2D,3327,3593
Holland-Miller Studios,False,,4,1D,3328,3594
"Torres, Coleman and Carroll Hub",False,Advanced,0,1D,3329,3595
Willis Ltd Network,True,Full,20,1D,3330,3596
"Black, Chen and Sawyer Labs",False,Full,0,3D,3331,3597
Schmidt-Sims Hub,True,Advanced,17,2D,3332,3598
Davila Ltd Hub,False,Advanced,3,1D,3333,3599
"Brennan, Phillips and Rhodes Studios",False,Advanced,13,1D,3334,3600
Hancock-Johnson Network,True,Basic,2,4D,3335,3601
Davis Group Network,False,Basic,13,3D,3336,3602
Smith PLC Labs,True,Advanced,20,2D,2093,3603
Smith PLC Labs,True,Advanced,20,2D,3337,3604
Smith Inc Labs,False,Basic,5,1D,1725,3605
Smith Inc Labs,False,Basic,5,1D,3338,3606
Smith Inc Labs,False,Basic,5,1D,3452,3607
Smith Inc Labs,False,Basic,5,1D,4381,3608
Jennings-Warner Network,True,Basic,17,3D,3339,3609
"Hudson, Hernandez and Erickson Hub",True,,8,1D,3340,3610
"Medina, Jones and Winters Labs",False,Advanced,18,2D,3341,3611
Cook-Vasquez Labs,True,Full,12,1D,3342,3612
Robinson Inc Network,False,Basic,15,4D,3343,3613
"Lawson, Ward and Riddle Hub",True,Full,14,3D,3344,3614
Joseph-Hutchinson Studios,True,Full,3,1D,3345,3615
Rodriguez PLC Hub,False,Basic,16,2D,785,3616
Rodriguez PLC Hub,False,Basic,16,2D,3346,3617
Cole-Contreras Network,True,Full,18,4D,3347,3618
"Yu, Wolfe and Robbins Studios",False,,8,4D,3348,3619
Horton-Stevenson Network,False,Full,4,3D,3349,3620
Hoffman-Carpenter Network,False,,16,1D,3350,3621
Williams and Sons Hub,True,Full,15,4D,2237,3622
Williams and Sons Hub,True,Full,15,4D,3351,3623
"Booker, Williams and Peters Labs",True,,10,2D,3352,3624
"Rodriguez, Suarez and Mendez Studios",True,Full,5,3D,3353,3625
Avery PLC Studios,True,,18,1D,3354,3626
Bell-Shields Hub,True,Advanced,7,4D,3355,3627
"Kelley, Hickman and Evans Studios",True,Advanced,5,1D,3356,3628
Jackson-Garrison Labs,True,Full,16,1D,3357,3629
"Peterson, Dalton and Mckenzie Studios",True,Basic,9,2D,3358,3630
"Smith, Lowe and Duarte Network",True,,19,1D,3359,3631
Moreno-Peterson Studios,True,Full,14,4D,3360,3632
Johnson-Meyer Labs,True,,4,1D,3361,3633
"Johnson, Grimes and Dunn Network",True,,10,1D,3362,3634
Jimenez LLC Hub,False,,9,1D,3363,3635
"Woodard, Lewis and Garcia Labs",False,Advanced,0,3D,3364,3636
Sharp PLC Labs,True,Basic,1,4D,3365,3637
"Chen, Davis and Coleman Labs",True,Advanced,20,3D,3366,3638
Todd-Roberts Hub,False,Basic,17,4D,3367,3639
Espinoza LLC Hub,False,Full,0,2D,3368,3640
Mendez PLC Hub,True,Full,17,3D,3369,3641
"Dixon, Davis and Schmitt Studios",False,Full,14,3D,3370,3642
"Smith, Stephenson and Contreras Network",False,Full,1,3D,3371,3643
"Rivera, Howard and Allen Network",False,,12,3D,3372,3644
"Garcia, Jensen and Smith Studios",True,,3,3D,3373,3645
Ochoa Group Studios,True,Basic,8,3D,3374,3646
"Rodriguez, Mason and Simpson Studios",False,Advanced,6,1D,3375,3647
Garcia-Evans Labs,True,Full,0,4D,3376,3648
Love PLC Hub,False,Full,18,4D,3377,3649
Smith-Branch Labs,False,Full,2,3D,3378,3650
"Ramos, Duncan and Patterson Hub",True,Basic,20,2D,3379,3651
Davis-Nichols Labs,True,,20,4D,3380,3652
Carter Ltd Studios,False,,3,3D,3381,3653
Washington Group Studios,False,Advanced,3,2D,3382,3654
"Espinoza, Jensen and Anderson Network",False,,3,3D,3383,3655
Arroyo and Sons Studios,False,Full,18,4D,3384,3656
"Burns, Anderson and Jones Network",True,Advanced,10,1D,3385,3657
"Smith, Martinez and Shaw Network",True,Full,9,2D,3386,3658
Norman and Sons Labs,True,Advanced,3,2D,3387,3659
