Channel Name,Total Videos,Total Subscribers,Members Count,AI Generated Content (%),Engagement Score,Content Value Index,Channel ID
Daniels-Hicks Studios,317,221005,296132,16,3494.07,9.7,3155
Bryan-Diaz Network,83,4255185,400526,73,67274.06,28.2,3156
Thornton Ltd Labs,119,45525,457362,53,719.75,25.0,3157
Stevens-Adkins Labs,312,1948171,134873,45,30800.39,25.4,3158
Zimmerman Inc Labs,309,7651594,460067,2,120970.95,3.4,3159
Hill Group Hub,393,6135089,371183,55,96995.16,26.3,3117
Hill Group Hub,393,6135089,371183,55,96995.16,26.3,3160
Cook and Sons Hub,260,9900763,47358,79,156530.1,24.4,3161
Smith Inc Network,276,7799660,71206,49,123311.86,25.2,2431
Smith Inc Network,276,7799660,71206,49,123311.86,25.2,3162
"Kelly, Ryan and Mullen Studios",458,3563822,367978,45,56343.68,26.1,3163
Dean PLC Network,249,8137619,278880,17,128654.96,14.2,3164
"Nelson, Mccarthy and Buckley Studios",120,2534289,116883,52,40066.86,21.9,3165
Davis PLC Studios,283,8731153,460284,49,138038.68,25.9,3166
"Austin, Stone and Blair Studios",476,699405,3030,31,11057.52,14.9,3167
"Barnett, Padilla and Figueroa Studios",297,5469704,289086,72,86475.49,26.5,3168
Hicks-Glenn Labs,141,1921089,408741,32,30372.23,15.9,3169
"Phillips, Rogers and Davis Hub",450,9314314,213369,97,147258.4,29.1,3170
Edwards-Perry Studios,227,3644621,155186,66,57621.1,26.8,3171
Shepard-Larson Network,400,3411257,481893,46,53931.64,18.7,3172
"Hunter, Howe and Henderson Hub",312,2458447,268579,30,38867.81,18.1,3173
Clarke LLC Studios,298,8918999,169503,23,141008.5,20.2,3174
Ortega-Vance Studios,309,1011699,149603,26,15994.86,21.1,3175
Bray PLC Hub,492,7832393,11311,24,123829.37,18.4,3176
Banks PLC Labs,132,1227508,381449,29,19406.78,22.0,3177
Kennedy-Cruz Studios,356,1652460,209872,76,26125.23,22.8,3178
Wilson PLC Labs,251,4577933,251,97,72376.67,42.4,475
Wilson PLC Labs,251,4577933,251,97,72376.67,42.4,3179
Randall Inc Network,442,2239950,21608,86,35413.39,35.6,3180
"Scott, Wolf and Cole Labs",249,3360033,46969,98,53121.79,37.1,3181
Patel-Stevens Studios,362,1626775,371577,37,25719.15,11.8,3182
"Lyons, Baker and Carlson Studios",484,1961724,234063,26,31014.67,19.0,3183
Wilkerson Inc Network,464,6239357,18043,10,98643.63,10.0,3184
Thompson LLC Studios,429,6441938,83620,79,101846.41,28.6,3185
Thompson LLC Studios,429,6441938,83620,79,101846.41,28.6,3637
Irwin PLC Network,362,1798097,99306,45,28427.74,17.0,3186
"Lee, Buchanan and Smith Labs",72,2134688,192495,32,33749.21,16.6,3187
Ramirez-Simpson Studios,469,1820858,325154,59,28787.59,30.3,3188
Chandler-Garcia Labs,103,4555940,321518,85,72028.97,36.7,3189
Jenkins PLC Studios,126,141123,56320,95,2231.14,29.9,3190
"Aguilar, Howard and Bradford Studios",186,3153344,331359,39,49854.06,25.0,3191
"Stanton, Stone and Wright Network",303,8699449,79410,59,137537.44,25.4,3192
Martinez-Hudson Hub,409,3932751,208500,76,62176.41,29.8,3193
Williams-Hunt Hub,113,4532541,488178,46,71659.03,19.4,3194
Decker PLC Hub,309,7685979,29316,98,121514.58,35.7,3195
Green and Sons Studios,175,4947774,339541,20,78223.82,8.8,3196
"Larson, Nguyen and Ross Network",142,3736201,292249,2,59068.97,8.999999999999998,3197
Jones-Jones Hub,156,9489366,147717,5,150025.95,4.3,3198
Williams Inc Network,424,7074352,468346,54,111844.81,26.0,3199
Levy-Hodge Studios,309,1282939,64751,24,20283.14,9.3,3200
Oconnell-Garcia Network,266,4654031,231270,83,73579.78,29.1,3201
Wilson LLC Studios,391,7400591,409458,37,117002.62,21.6,5
Wilson LLC Studios,391,7400591,409458,37,117002.62,21.6,453
Wilson LLC Studios,391,7400591,409458,37,117002.62,21.6,3202
Meza-Castro Labs,348,3879237,401889,94,61330.36,39.4,3203
"Phillips, Escobar and Khan Hub",250,7757211,413758,49,122640.75,25.9,3204
"Ortiz, Gates and Mitchell Labs",382,2910,21422,15,46.01,8.0,3205
"Hoffman, Atkinson and Turner Studios",84,2104214,416016,30,33267.42,15.3,3206
"Jones, Miller and Johnson Studios",164,4570679,169915,55,72261.99,17.9,3207
Turner Inc Studios,67,5660173,389481,87,89486.78,26.1,3208
Evans Group Labs,252,5711613,207141,88,90300.04,35.5,3209
Alvarado Ltd Network,73,9447964,392679,99,149371.39,32.5,3210
"Williams, Mitchell and Payne Hub",366,6281605,235297,13,99311.56,12.3,3211
Bowman-Santos Network,81,8904080,267970,53,140772.64,29.2,3212
"Nelson, Smith and Carlson Hub",466,9665,204159,15,152.8,5.9,3213
"Moss, Jones and Nelson Network",113,9317915,304306,19,147315.33,12.0,3214
Myers-Hill Labs,380,1690849,94876,71,26732.16,29.0,3215
Ramos-Wilson Hub,392,9628666,268787,94,152228.27,38.0,3216
"Scott, Barrett and Cook Studios",476,4250724,324243,25,67203.53,15.9,3217
Wallace-Shaw Studios,449,161337,37089,54,2550.72,18.3,3218
Garcia Group Hub,63,5094100,269934,70,80537.22,21.7,3219
Green LLC Labs,102,6455345,160938,74,102058.37,35.5,326
Green LLC Labs,102,6455345,160938,74,102058.37,35.5,3220
Harris-Perry Network,180,9950843,325207,37,157321.86,18.1,3221
Sweeney Inc Studios,166,1228071,390098,42,19415.68,16.1,3222
"Evans, Rogers and Malone Labs",100,8776806,279568,86,138760.45,34.9,3223
"Lawson, Combs and Elliott Studios",84,3099360,437575,3,49000.58,13.5,3224
"Garcia, Williams and Fuller Studios",333,6215598,85305,77,98268.0,30.1,3225
Olsen Ltd Labs,171,1584425,323650,66,25049.6,28.9,3226
"Singh, Simpson and Hudson Network",112,1103529,21178,68,17446.69,23.2,3227
Smith Ltd Network,352,4427902,231588,67,70004.7,32.0,3228
Smith Ltd Network,352,4427902,231588,67,70004.7,32.0,3751
Fitzgerald Inc Network,233,8633544,55821,36,136495.49,15.7,1136
Fitzgerald Inc Network,233,8633544,55821,36,136495.49,15.7,3229
Jennings-Griffin Network,51,5106224,79116,93,80728.9,32.099999999999994,3230
Lynch PLC Labs,248,5184491,380636,89,81966.3,26.7,3231
Brown-Bowman Labs,133,2188487,170473,13,34599.77,8.1,3232
Hart Inc Hub,197,1062597,132517,42,16799.55,20.3,3233
"Marshall, Baker and Miller Labs",129,2094554,196162,74,33114.69,31.3,3234
Bowers-Finley Labs,323,2906124,449123,86,45945.54,39.1,3235
Cordova Ltd Labs,496,9676066,400135,17,152977.66,12.1,3236
Adams-Williamson Network,365,8694083,417327,72,137452.6,33.5,3237
Ross-Garcia Studios,123,2145353,151437,27,33917.82,9.5,3238
Walsh LLC Studios,419,8568470,210318,51,135466.67,25.8,3239
Hughes-Cobb Hub,417,5653292,60853,57,89377.99,22.7,3240
Strong and Sons Studios,191,2475343,335465,85,39134.93,31.1,3241
Schultz-Ward Studios,393,1962019,314996,12,31019.33,8.5,3242
Ellis-Nelson Studios,230,8666395,205199,92,137014.86,36.7,3243
May Group Hub,234,3667227,116787,79,57978.5,25.1,3244
Lopez-Cox Labs,297,4737648,442079,0,74901.75,8.399999999999999,3245
Wood-Walton Labs,152,80688,188869,93,1275.67,30.0,3246
"Wilson, Duffy and Sanders Network",325,1351984,476283,43,21374.74,15.7,3247
"Gregory, Thomas and Malone Studios",88,9822336,493243,73,155290.17,24.0,3248
"Brooks, Phillips and Hughes Studios",236,7901181,488663,99,124916.9,43.7,3249
Deleon PLC Studios,156,3740761,433916,100,59141.07,34.9,3250
Russell-Jacobson Network,297,1790676,368423,39,28310.41,13.1,3251
Carlson Ltd Network,263,4531514,103169,31,71642.79,17.699999999999996,3252
Woods-Jones Hub,448,1791841,216474,46,28328.83,18.7,3253
Grant-Miller Network,300,5413244,481956,84,85582.86,32.2,3254
Ford Group Studios,411,6715190,357419,51,106166.5,21.6,3255
Roberts and Sons Hub,409,118725,322800,8,1877.03,6.6,3256
Castillo-Price Network,60,1586706,424139,92,25085.67,31.1,3257
Pruitt Ltd Labs,175,3733453,371829,4,59025.53,1.2,3258
Callahan-Griffin Network,226,1643256,499991,73,25979.72,28.2,3259
Davis-Gentry Network,199,3893666,320676,10,61558.48,5.8,3260
Curry-Phillips Network,383,8687044,403909,80,137341.32,28.2,3261
Ruiz-Olson Labs,418,1037118,101588,4,16396.73,11.7,3262
"Leonard, Martinez and Taylor Hub",180,9847928,159697,13,155694.78,6.0,3263
"Tanner, Robinson and Livingston Network",462,7756338,415498,21,122626.95,7.0,3264
Walker-Garcia Network,234,1409811,264318,83,22288.97,35.4,3265
Ramos-Reed Network,50,1088113,119910,60,17202.96,25.0,3266
Lane PLC Network,372,9716112,422178,30,153610.78,9.0,3267
Williams Group Network,87,5797405,39044,66,91656.41,31.7,3268
"Watts, Hooper and Pearson Studios",480,7987368,81029,20,126279.51,12.3,3269
Duran-Holmes Network,260,1906830,223081,34,30146.8,17.9,3270
Mullins and Sons Studios,205,2415881,483372,32,38194.84,22.9,3271
"Adams, Rhodes and Vega Labs",412,369232,45345,19,5837.52,14.099999999999998,3272
Young-Jones Hub,64,3222081,104313,10,50940.79,10.7,3273
Vaughn-Wilson Labs,119,6760869,95402,26,106888.68,13.4,3274
"Salinas, Ross and Sullivan Labs",387,1836879,65375,44,29040.88,22.3,3275
"Huffman, Morrison and Shelton Hub",388,6196621,105177,35,97967.97,11.2,3276
"Myers, Stewart and Wheeler Labs",468,3793078,262600,48,59968.19,15.8,3277
"Smith, Roberts and Maynard Studios",86,8133717,366407,71,128593.27,24.1,3278
Irwin-Sandoval Hub,242,6570965,236429,2,103886.32,1.2999999999999998,3279
Foley Group Hub,66,4380228,75224,45,69250.98,24.7,3280
Fletcher-Smith Network,497,2676493,446106,83,42315.09,37.5,3281
Martinez Ltd Studios,465,7890708,386996,94,124751.32,33.8,3282
Martinez Ltd Studios,465,7890708,386996,94,124751.32,33.8,3791
Giles Inc Labs,199,9038460,467771,37,142897.17,13.2,3283
Moore Group Studios,374,563471,414686,62,8908.42,24.2,3071
Moore Group Studios,374,563471,414686,62,8908.42,24.2,3284
Moore Group Studios,374,563471,414686,62,8908.42,24.2,3316
Sullivan Inc Labs,413,1671324,268721,60,26423.47,20.8,3285
"Davidson, Williamson and Pacheco Labs",135,9281005,218556,23,146731.78,20.2,3286
"Holt, Briggs and Gordon Studios",178,8088840,443091,5,127883.77,2.9,3287
Norton and Sons Network,135,4591579,96557,29,72592.42,17.799999999999997,3288
"Gonzalez, Pittman and Brown Hub",302,8776823,68825,37,138760.72,11.1,3289
Jones-Griffith Hub,420,1239442,366309,46,19595.46,20.1,3290
Jackson Inc Hub,53,2944628,86260,33,46554.28,12.7,3291
Edwards Ltd Network,241,2113082,422574,22,33407.62,18.5,3292
"Robinson, Hale and Morris Studios",473,6965219,487982,62,110119.43,20.0,3293
"Chen, Mcdaniel and Powers Labs",490,3119675,13885,30,49321.76,13.2,3294
Mosley-Wood Network,389,6411311,311714,65,101362.2,30.0,3295
"Green, Lee and Mann Labs",394,5437498,499023,71,85966.31,35.3,3296
Bennett Group Labs,435,8805079,44496,85,139207.44,33.2,3297
Harding PLC Hub,176,6706186,434246,29,106024.15,20.6,3298
Davis-Bryant Studios,102,2058827,281445,20,32549.85,19.3,3299
"Weaver, Herrera and Garcia Studios",172,2745833,158091,51,43411.35,27.9,3300
Wallace Inc Studios,398,6309660,82208,26,99755.11,13.4,3301
"Lee, Curry and French Network",216,7416245,306226,82,117250.11,27.4,3302
"Kelly, Martinez and Martin Network",312,4530414,279410,12,71625.4,15.499999999999998,3303
Strong LLC Network,461,4516608,434348,54,71407.13,19.0,3304
Evans-Cline Labs,369,4783718,53578,14,75630.11,11.2,3305
Rodriguez Group Labs,321,271758,134409,54,4296.47,22.5,3306
Zimmerman and Sons Studios,421,9977203,412548,84,157738.61,30.1,2904
Zimmerman and Sons Studios,421,9977203,412548,84,157738.61,30.1,3307
Davis Ltd Hub,319,2867786,380619,59,45339.42,21.2,3308
Davis Ltd Hub,319,2867786,380619,59,45339.42,21.2,4948
Barnes-Wilcox Studios,105,7386091,42386,55,116773.38,26.3,3309
Brown-Miller Hub,75,7684986,497511,73,121498.88,27.5,3310
Sandoval-Rodriguez Labs,225,6757656,122398,34,106837.88,22.1,3311
Campos-Cohen Hub,380,4733585,260919,49,74837.52,16.799999999999997,3312
"Spencer, Smith and Huang Studios",183,9555461,166824,96,151070.91,41.4,3313
"Larson, Lopez and Mathis Network",82,4030058,86461,9,63714.82,15.999999999999998,3314
"Rogers, Moore and Perry Studios",292,6407751,123190,38,101305.92,23.3,3315
Moore Group Studios,402,8527602,11082,49,134820.56,24.5,3071
Moore Group Studios,402,8527602,11082,49,134820.56,24.5,3284
Moore Group Studios,402,8527602,11082,49,134820.56,24.5,3316
"Gregory, Lopez and Harvey Hub",76,1079660,454617,47,17069.32,21.1,3317
"Paul, Anderson and Harris Labs",290,7533919,283803,44,119110.52,16.7,3318
Walker Inc Hub,433,1119291,429461,35,17695.88,17.5,3319
"Johnson, Kelly and Flores Labs",295,9236284,208368,29,146024.75,19.9,3320
Sullivan Ltd Network,83,9573080,320016,78,151349.46,24.1,3130
Sullivan Ltd Network,83,9573080,320016,78,151349.46,24.1,3321
"Brown, Edwards and Gilmore Hub",269,2865146,27795,9,45297.68,15.999999999999998,3322
"Miles, Jacobs and Smith Hub",141,3335553,387910,25,52734.77,13.8,3323
Macdonald Inc Labs,167,5628263,273975,28,88982.29,18.9,3324
Grant-Rodriguez Labs,54,7521224,439148,67,118909.82,28.5,3325
Murphy-Callahan Network,488,8197215,441187,56,129597.17,17.5,3326
"Smith, Cook and Ramos Hub",470,6713854,53353,84,106145.38,37.8,3327
Holland-Miller Studios,310,9308221,241836,81,147162.07,27.1,3328
"Torres, Coleman and Carroll Hub",474,5050974,261010,19,79855.41,5.7,3329
Willis Ltd Network,390,5021968,276113,33,79396.82,23.9,3330
"Black, Chen and Sawyer Labs",391,1442250,234312,11,22801.83,3.3,3331
Schmidt-Sims Hub,427,328291,415357,13,5190.25,15.8,3332
Davila Ltd Hub,88,3128123,398698,71,49455.32,23.4,3333
"Brennan, Phillips and Rhodes Studios",327,3080204,2958,71,48697.72,30.4,3334
Hancock-Johnson Network,130,9304153,463800,1,147097.75,1.7,3335
Davis Group Network,304,9979256,148235,85,157771.06,34.6,3336
Smith PLC Labs,471,9471757,119015,65,149747.55,33.5,2093
Smith PLC Labs,471,9471757,119015,65,149747.55,33.5,3337
Smith Inc Labs,90,6411763,42304,50,101369.35,18.5,1725
Smith Inc Labs,90,6411763,42304,50,101369.35,18.5,3338
Smith Inc Labs,90,6411763,42304,50,101369.35,18.5,3452
Smith Inc Labs,90,6411763,42304,50,101369.35,18.5,4381
Jennings-Warner Network,248,5970122,242052,42,94387.05,24.5,3339
"Hudson, Hernandez and Erickson Hub",216,2142179,140174,92,33867.64,33.2,3340
"Medina, Jones and Winters Labs",275,240680,200909,21,3805.13,18.9,3341
Cook-Vasquez Labs,471,8036799,170817,5,127061.01,9.9,3342
Robinson Inc Network,343,7597269,290097,13,120112.08,14.4,3343
"Lawson, Ward and Riddle Hub",312,558007,125249,23,8822.04,16.7,3344
Joseph-Hutchinson Studios,132,920378,434274,94,14551.09,30.3,3345
Rodriguez PLC Hub,467,2512972,286119,62,39729.84,29.8,785
Rodriguez PLC Hub,467,2512972,286119,62,39729.84,29.8,3346
Cole-Contreras Network,365,7905213,370728,24,124980.65,19.8,3347
"Yu, Wolfe and Robbins Studios",165,9054196,86523,50,143145.96,20.6,3348
Horton-Stevenson Network,174,8436141,318028,91,133374.57,30.1,3349
Hoffman-Carpenter Network,312,5692692,184169,58,90000.91,28.6,3350
Williams and Sons Hub,438,60960,44616,19,963.77,16.2,2237
Williams and Sons Hub,438,60960,44616,19,963.77,16.2,3351
"Booker, Williams and Peters Labs",127,6055675,420830,26,95739.63,14.8,3352
"Rodriguez, Suarez and Mendez Studios",354,192954,472019,60,3050.58,21.5,3353
Avery PLC Studios,411,5718658,11282,76,90411.43,35.4,3354
Bell-Shields Hub,431,5618708,308658,74,88831.23,27.1,3355
"Kelley, Hickman and Evans Studios",431,1213914,92027,74,19191.86,25.7,3356
Jackson-Garrison Labs,250,8285624,354851,24,130994.91,18.4,3357
"Peterson, Dalton and Mckenzie Studios",252,9290461,43444,40,146881.28,18.3,3358
"Smith, Lowe and Duarte Network",246,4928832,310371,63,77924.35,32.2,3359
Moreno-Peterson Studios,95,9688314,378795,62,153171.3,28.4,3360
Johnson-Meyer Labs,274,9209831,183294,83,145606.53,27.7,3361
"Johnson, Grimes and Dunn Network",423,697281,71443,29,11023.94,15.7,3362
Jimenez LLC Hub,431,7315208,19605,21,115652.72,12.6,3363
"Woodard, Lewis and Garcia Labs",404,7597684,466726,4,120118.64,1.2,3364
Sharp PLC Labs,412,776899,58765,99,12282.7,30.4,3365
"Chen, Davis and Coleman Labs",353,9499092,74745,3,150179.72,14.9,3366
Todd-Roberts Hub,294,5107629,310183,19,80751.12,17.599999999999998,3367
Espinoza LLC Hub,493,8346881,317024,22,131963.37,6.6,3368
Mendez PLC Hub,88,1126645,167002,66,17812.15,31.7,3369
"Dixon, Davis and Schmitt Studios",248,2326322,331055,46,36778.92,23.6,3370
"Smith, Stephenson and Contreras Network",452,9467809,417093,3,149685.14,1.6,3371
"Rivera, Howard and Allen Network",305,9693874,305769,80,153259.2,32.4,3372
"Garcia, Jensen and Smith Studios",343,9187459,393390,55,145252.83,18.6,3373
Ochoa Group Studios,377,6953179,229507,42,109929.08,18.2,3374
"Rodriguez, Mason and Simpson Studios",154,5236141,316377,61,82782.88,22.5,3375
Garcia-Evans Labs,63,5667684,324253,80,89605.53,24.0,3376
Love PLC Hub,268,4121974,301230,23,65168.01,19.5,3377
Smith-Branch Labs,472,7884976,229131,40,124660.7,13.4,3378
"Ramos, Duncan and Patterson Hub",173,3992658,151130,81,63123.53,38.3,3379
Davis-Nichols Labs,348,1911334,9160,75,30218.0,36.5,3380
Carter Ltd Studios,305,5474154,62375,79,86545.84,25.8,3381
Washington Group Studios,88,7013887,213049,94,110888.87,30.3,3382
"Espinoza, Jensen and Anderson Network",53,5625350,485691,45,88936.23,15.6,3383
Arroyo and Sons Studios,438,4342436,128699,69,68653.49,33.3,3384
"Burns, Anderson and Jones Network",302,8712808,149310,43,137748.64,19.9,3385
"Smith, Martinez and Shaw Network",334,3368674,379554,90,53258.41,33.3,3386
Norman and Sons Labs,427,8971753,3049,40,141842.54,14.1,3387
Guerra-Landry Hub,400,6343884,114281,16,100296.19,5.5,3388
Gross-Kim Labs,478,7816661,170778,44,123580.65,16.0,3389
Byrd PLC Labs,205,2433385,475412,75,38471.58,33.0,3390
Patrick-Shelton Network,462,1946046,260752,42,30766.8,24.5,3391
White Inc Network,438,8047215,136801,86,127225.68,39.1,3392
Long PLC Labs,410,989447,172615,28,15643.06,22.4,3393
Wright-Smith Network,476,8568060,176998,60,135460.19,28.5,3394
"Barajas, Dunlap and Huang Hub",422,3093724,74470,28,48911.47,17.5,3395
Kent-Horn Hub,224,2067053,194905,2,32679.91,5.499999999999999,3396
Duncan Inc Labs,481,6643646,446731,88,105035.4,27.8,3397
Sanchez and Sons Studios,142,9808647,476574,100,155073.75,41.2,3398
Hudson LLC Network,50,7252688,379173,70,114664.29,30.1,3399
Bell-Thompson Hub,278,2553619,174681,65,40372.47,19.5,3400
Estrada-Potter Network,461,6835995,492316,86,108076.41,38.4,3401
"Cox, Miller and Rodriguez Network",126,6462935,21287,80,102178.37,38.0,3402
Tucker Ltd Labs,413,6626822,212273,54,104769.41,28.8,3403
Knight-Jackson Studios,392,2893601,268207,45,45747.55,25.4,3404
"Robinson, Valdez and Arias Network",81,3901643,167029,42,61684.6,19.6,3405
"Rodriguez, Torres and Jackson Labs",93,1218052,284552,88,19257.28,27.1,3406
Allen PLC Studios,317,9954117,276384,22,157373.62,14.3,3407
Davis-Rocha Studios,200,7628957,245394,49,120613.07,28.7,3408
Bradley PLC Labs,114,6675003,386957,69,105531.15,22.1,3409
"Parker, Lewis and Nunez Network",499,6615611,440027,54,104592.16,27.4,3410
Nguyen PLC Studios,481,1558477,472458,79,24639.37,34.9,3411
Harrington PLC Labs,484,5590739,128466,4,88389.04,5.4,3412
Pruitt and Sons Hub,171,135140,127808,54,2136.55,21.8,3413
Collins-Reyes Labs,253,3925332,429446,26,62059.12,12.7,3414
Harrison-Tate Labs,338,7706386,7835,19,121837.21,7.1,3415
Lucas-Davis Labs,333,5981893,332225,24,94573.14,15.599999999999998,3416
"Allen, Turner and Hinton Studios",71,4595135,432257,88,72648.64,27.1,3417
Nguyen-Roach Hub,424,5217610,314718,6,82489.91,10.9,3418
Dixon-Lee Hub,287,3500901,426301,77,55348.9,27.3,3419
Villarreal Inc Network,361,604624,198263,55,9559.05,29.8,3420
"Anderson, Gutierrez and Benson Hub",184,6857846,98728,62,108421.88,19.3,3421
Tanner and Sons Hub,489,6268271,328469,34,99100.75,11.6,3422
"Cain, Robinson and Potter Studios",61,3527637,253125,4,55771.6,7.5,3423
Morgan-Wagner Network,154,2147974,69988,94,33959.26,35.2,3424
Chen Inc Hub,471,4577719,117846,56,72373.29,24.5,3425
